Country_Name,Country_Code,Indicator_Name,Indicator_Code,Year_Column,Value_Column
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1960,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1961,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1962,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1963,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1964,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1965,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1966,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1967,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1968,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1969,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1970,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1971,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1972,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1973,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1974,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1975,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1976,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1977,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1978,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1979,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1980,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1981,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1982,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1983,0.0
Aruba,ABW,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,1984,0.0
